图像名,PSNR,SSIM,EOG,NIQE,NISA,NIQE_orig,NISA_orig,PSNR_ref,SSIM_ref,耗时(s),阶数
1288,60.4119383494094,0.998513021922453,114.198299302698,3.74253246047088,1.55305022190642,3.09790087074739,0.99042994619012,NaN,NaN,0.1156587,3
1294,58.5244154520746,0.998357659741373,225.391573518028,5.86503120535659,2.10896117562116,6.04426467953921,1.06115214386326,NaN,NaN,0.1189448,3
1315,62.7807671009801,0.999123890905105,851.410490387106,8.26392585361828,2.39743696338974,8.22345426734339,1.52155330857854,NaN,NaN,0.1165733,3
1325,58.0143779502115,0.998196653779313,160.171739116606,4.2357163849306,1.88829408799095,5.14373902417658,1.03278455099137,NaN,NaN,0.1100158,3
1337,60.5210316472724,0.997776662807136,43.7984534385008,2.96415744839511,1.15512021772074,3.5881186564425,0.817140581450295,NaN,NaN,0.1130388,3
1345,61.1610959656401,0.998921962385901,308.964401295808,3.31727910471394,1.64156746380613,3.63522659856182,0.993445236135149,NaN,NaN,0.1143561,3
